,Interested_in,City,Disposition,Referer,Campaign,Disp
9178,",Credit Card,Loans,Current Account,Trading Account",Bilaspur,Customer Disconnected,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,Customer Disconnected
9179,",Trading Account",Kannur,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9180,",Current Account",New Delhi,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9181,",Credit Card",Patna,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Accugen-affiliate,NC
9182,",Loans,Trading Account",Indore,Not Contactable-Number temporary Not in Service ,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP-google,NC
9183,",Credit Card",Bangalore,Not Contactable-Ringing No Response,Savings Account customizable,mailer_netcore_6percent_SA_1999-affiliate,NC
9184,",Trading Account",Pune,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9185,"Savings Account ,",Ahmadnagar,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_Lookalike,NC
9186,",Credit Card,Loans,Current Account,Trading Account",Dehradun,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9187,,New Delhi,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9188,"Savings Account ,",Ahmedabad,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
9189,",Credit Card,Loans,Current Account,Trading Account",Jhalawar,Customer Disconnected,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,Customer Disconnected
9190,",Trading Account",New Delhi,CDR disposition-Not Contactable-Ringing No Response,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9191,,New Delhi,CDR disposition-Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9192,"Business Loan, Business Credit Cards, Savings Account ,",Chennai,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
9193,",Trading Account",Hoshangabad,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9194,"Savings Account ,",Deesa,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
9195,",Credit Card",Noida,Customer Disconnected,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,Customer Disconnected
9196,,Ghaziabad,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9197,",Current Account",East Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9198,",Current Account,Trading Account",New Delhi,Customer Disconnected,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,Customer Disconnected
9199,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9200,"Savings Account ,",Patna,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
9201,",Current Account",Bangalore,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9202,",Credit Card",Patna,Customer Disconnected,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,Customer Disconnected
9203,",Loans",New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9204,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9205,",Trading Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9206,,Amravati,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9207,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9208,,Hyderabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9209,",Credit Card",East Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9210,"Business Loan,",Kota,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
9211,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9212,",Current Account",New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9213,",Credit Card,Loans,Current Account,Trading Account",Coimbatore,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9214,",Loans",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9215,"POS Machine, Savings Account ,",Coimbatore,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
9216,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9217,",Credit Card,Loans",Patiala,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account-facebook,Customer Disconnected
9218,,Chennai,Not Contactable-Language Barrier,Current Account,YES_Bank_Current_Account_Core_BMM_Mobile,NC
9219,",Credit Card,Loans,Current Account,Trading Account",Chandigarh,Not Contactable-Ringing No Response,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_BMM_New_LP-google,NC
9220,"Business Loan, Savings Account ,",Gandhinagar,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
9221,"POS Machine, Business Loan, Business Credit Cards, Savings Account ,",Chennai,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
9222,",Trading Account",Varanasi,Not Contactable-Ringing No Response,Savings Account customizable,PB_6pecent-aPB2,NC
9223,"Savings Account ,",Jabalpur,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
9224,,New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9225,",Trading Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9226,",Trading Account",Sangli,Not Contactable-Busy,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9227,,New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9228,,Mumbai,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9229,",Current Account,Trading Account",Cuttack,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9230,",Trading Account",Siliguri,Not Contactable-Not reachable / Switched Off ,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9231,,Mumbai,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9232,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9233,"Business Loan,",Bhavnagar,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
9234,",Loans",Chennai,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9235,Saving Account,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9236,",Current Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9237,,Gurgaon,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9238,,Ghaziabad,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9239,",Credit Card",Chennai,Not Contactable-Language Barrier,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,NC
9240,",Trading Account",New Delhi,Not Contactable-Number temporary Not in Service ,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9241,,New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9242,",Current Account",Hyderabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9243,,Ahmedabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9244,,New Delhi,Customer Disconnected,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,Customer Disconnected
9245,Saving Account,Hyderabad,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9246,"Business Credit Cards,",Amritsar,Not Contactable-Ringing No Response,Current Account,YES_Bank_Current_Account_Core_BMM_Mobile,NC
9247,,New Delhi,Customer Disconnected,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,Customer Disconnected
9248,,Hyderabad,Customer Disconnected,Current Account,YES_Bank_Current_Account_Core_BMM_Mobile,Customer Disconnected
9249,,New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9250,",Credit Card",New Delhi,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9251,",Credit Card",Indore,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9252,,New Delhi,Customer Disconnected,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,Customer Disconnected
9253,",Current Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9254,",Current Account",New Delhi,Not Contactable-Wrong Number / Number does not exist,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9255,,Chandigarh,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9256,",Credit Card,Loans",Alwar,Customer Disconnected,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,Customer Disconnected
9257,"Business Loan,",Bhubhaneshwar,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
9258,",Credit Card",Ahmedabad,Customer Disconnected,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,Customer Disconnected
9259,Saving Account,Bangalore,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9260,,Hyderabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9261,",Trading Account",Hyderabad,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9262,,New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9263,"Savings Account ,",Bhopal,Not Contactable-Busy,Current Account,YES_Bank_Current_Account_Core_Exact_Desktop,NC
9264,",Loans",Jhalawar,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9265,",Credit Card",Agra,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Investment_Finance-facebook,Customer Disconnected
9266,,New Delhi,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9267,",Trading Account",Adityapur,Customer Disconnected,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,Customer Disconnected
9268,,Jamshedpur,Not Contactable-Number temporary Not in Service ,Current Account,Current_Account_Lookalike,NC
9269,,Amravati,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9270,"POS Machine, Business Credit Cards,",Rangareddy,Customer Disconnected,Current Account,Current_Account_Lookalike,Customer Disconnected
9271,",Trading Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Adsplay_6percent_SA-affiliate,NC
9272,",Credit Card",Bahadurgarh,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9273,",Credit Card",Nellore,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP-google,NC
9274,",Trading Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9275,",Credit Card",New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9276,",Trading Account",Nagaur,Customer Disconnected,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,Customer Disconnected
9277,,Ahmedabad,Not Contactable-Number temporary Not in Service ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9278,"Savings Account ,",Coimbatore,Not Contactable-Language Barrier,Current Account,Current_Account_B2B,NC
9279,",Credit Card,Trading Account",Pune,Not Contactable-Ringing No Response,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
9280,"Business Credit Cards, Savings Account ,",Chennai,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
9281,",Trading Account",Hyderabad,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
9282,",Credit Card,Loans,Current Account,Trading Account",Raichur,Not Contactable-Language Barrier,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,NC
9283,",Current Account",Lucknow,Not Contactable-Busy,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,NC
9284,"Business Credit Cards,",Kanchipuram,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
9285,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9286,,Mumbai,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9287,,Ahmedabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9288,",Trading Account",Kolkata,Customer Disconnected,Savings Account-70 percent,mailer_publishername_70percent_SA-affiliate,Customer Disconnected
9289,",Current Account",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9290,",Current Account",Mumbai,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
9291,",Current Account",New Delhi,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
